count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
3,0,3,0,Offensive Language,"@IAMKINGRICO I don't fight or want to fight bitches who don't know who the fuck I am. Fuck I look like doing that? Nigga, PLEASE!",129,i dont fight or want to fight bitches who dont know who the fuck i am fuck i look like doing that nigga please,dont fight want fight bitch dont know fuck fuck look like nigga please,1
3,0,3,0,Offensive Language,Jealous ass bitch tryna turn me to a lick but you won't live to see that shit,77,jealous ass bitch tryna turn me to a lick but you wont live to see that shit,jealous as bitch tryna turn lick wont live see shit,1
6,0,0,6,Neither,@yfly23 mock draft?,19,mock draft,mock draft,2
3,0,3,0,Offensive Language,"Yo daddy is a bitch, you jus a son of that boyyy....",52,yo daddy is a bitch you jus a son of that boyyy,yo daddy bitch jus son boyyy,1
3,0,0,3,Neither,*Searches my yellow pages app for the nearest Jack In The Box*,62,searches my yellow pages app for the nearest jack in the box,search yellow page app nearest jack box,2
3,0,2,1,Offensive Language,@Viri_BraceFacee was good my niggah lol,39,was good my niggah lol,good niggah lol,1
3,0,0,3,Neither,@UdrewhendersonU Nope. Super chocolatey yummy brownies.,55,nope super chocolatey yummy brownies,nope super chocolatey yummy brownie,2
3,0,1,2,Neither,"RT @UrbanEngIish: When your phone goes off in class and the teacher says ""turn that trash off"" but its a song from your mixtape = https://t&#8230;",146,when your phone goes off in class and the teacher says turn that trash off but its a song from your mixtape,phone go class teacher say turn trash song mixtape,2
3,0,3,0,Offensive Language,Rambo bout to flex on these hoes,32,rambo bout to flex on these hoes,rambo bout flex hoe,1
6,1,5,0,Offensive Language,RT @TAXSTONE: If I look at my bitch she better shut up ain't no arguing with niggaz in the street or social networks,116,if i look at my bitch she better shut up aint no arguing with niggaz in the street or social networks,look bitch better shut aint arguing niggaz street social network,1
3,0,3,0,Offensive Language,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt",68,thats when you say this bitch aint got no job mlrt,thats say bitch aint got job mlrt,1
4,0,3,1,Offensive Language,RT @iFollowLesbians: Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....,132,lol i have an obsession with smell goods candlesplug insspraythe smelly good wax thingyspussy,lol obsession smell good candlesplug insspraythe smelly good wax thingyspussy,1
3,2,1,0,Hate Speech,RT @Buckm00se: chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,138,chava needs to stay in his lane and keep sending gyro to hell you dont want it with the big boys you dirt infest ass beaner,chava need stay lane keep sending gyro hell dont want big boy dirt infest as beaner,0
3,0,3,0,Offensive Language,@DareTnzR I know these hoes ain't right,39,i know these hoes aint right,know hoe aint right,1
3,0,3,0,Offensive Language,RT @dinero700k_: These hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole &#8230;,146,these hoes really would sit in your face and act like they puttin the world in the relationship been fuckin off the whole,hoe really would sit face act like puttin world relationship fuckin whole,1
3,0,3,0,Offensive Language,@fucktyler lmao bitch is dumb slap her up,41,lmao bitch is dumb slap her up,lmao bitch dumb slap,1
3,0,0,3,Neither,"If you must call me a cracker, please call me a Cheez-It, not a saltine.",72,if you must call me a cracker please call me a cheezit not a saltine,must call cracker please call cheezit saltine,2
3,0,3,0,Offensive Language,aint shit pretty but my bitch and my mama .. anyone can get the drama,69,aint shit pretty but my bitch and my mama anyone can get the drama,aint shit pretty bitch mama anyone get drama,1
3,0,3,0,Offensive Language,#InMiddleSchool i was fat as hell and was a band faggot. Thank god i played sports after 6th grade and didnt stay in band,121,inmiddleschool i was fat as hell and was a band faggot thank god i played sports after th grade and didnt stay in band,inmiddleschool fat hell band faggot thank god played sport th grade didnt stay band,1
3,0,0,3,Neither,"All good things must come to an end, that's all right get 'em tomorrow #Yankees",79,all good things must come to an end thats all right get em tomorrow yankees,good thing must come end thats right get em tomorrow yankee,2
3,0,3,0,Offensive Language,Aint no hoe in blood,20,aint no hoe in blood,aint hoe blood,1
3,0,3,0,Offensive Language,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",69,awww meat meat in his feelinsi ainn n my feelings bitch,awww meat meat feelinsi ainn n feeling bitch,1
3,0,3,0,Offensive Language,I'm not going to chase a dumb bitch,35,im not going to chase a dumb bitch,im going chase dumb bitch,1
3,0,3,0,Offensive Language,@classy_girls bruh u such a pussy just talk,43,bruh u such a pussy just talk,bruh u pussy talk,1
3,0,3,0,Offensive Language,if u get mad or in ur feelings bout Zoe's vs Yanks tweets then twitter ain't for u!!! I be rolling at this shit tho&#128553;,124,if u get mad or in ur feelings bout zoes vs yanks tweets then twitter aint for u i be rolling at this shit tho,u get mad ur feeling bout zoes v yank tweet twitter aint u rolling shit tho,1
3,0,3,0,Offensive Language,"RT @SatansTongue: You're not right for this job. 

What why?

Well your r&#233;sum&#233; is just 'don't be a bitch dude' written on a napkin

Don't b&#8230;",156,youre not right for this job what why well your rsum is just dont be a bitch dude written on a napkin dont b,youre right job well rsum dont bitch dude written napkin dont b,1
3,0,3,0,Offensive Language,@GirlThatsVonte shut up bitch,29,shut up bitch,shut bitch,1
3,0,3,0,Offensive Language,RT @xDSmooth: Free my niggah @1BookieG,38,free my niggah,free niggah,1
6,0,6,0,Offensive Language,Don't lose sleep bout these bitches bc they come and go &#128076;,65,dont lose sleep bout these bitches bc they come and go,dont lose sleep bout bitch bc come go,1
3,0,3,0,Offensive Language,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",77,i made that bitch lunch bitches love lunch,made bitch lunch bitch love lunch,1
3,0,3,0,Offensive Language,I'm fasho in that hoe then! RT @BJayBlast: TBRetreat is about to be 21+? I'm in that hoe for real this time!,108,im fasho in that hoe then tbretreat is about to be im in that hoe for real this time,im fasho hoe tbretreat im hoe real time,1
3,1,2,0,Offensive Language,High then a hoe but played it cooooool,38,high then a hoe but played it cooooool,high hoe played cooooool,1
3,1,2,0,Offensive Language,RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,130,her shitty booty ass talm about its a prep rally how bitch how what yall preparing for,shitty booty as talm prep rally bitch yall preparing,1
3,0,3,0,Offensive Language,RT @LouieVRee: When a bitch reads your message but doesn't respond http://t.co/T4Xjyp2m7Z,89,when a bitch reads your message but doesnt respond,bitch read message doesnt respond,1
3,0,3,0,Offensive Language,Yeah hoe.,9,yeah hoe,yeah hoe,1
3,0,3,0,Offensive Language,' Mannnnn wake y'all bitch asses up Blood !,43,mannnnn wake yall bitch asses up blood,mannnnn wake yall bitch ass blood,1
3,1,2,0,Offensive Language,"Just smile, bitches love smiling :D",35,just smile bitches love smiling d,smile bitch love smiling,1
3,1,2,0,Offensive Language,@Hi__________Bye omfg or the other pics of the tranny lmao,58,omfg or the other pics of the tranny lmao,omfg pic tranny lmao,1
3,0,0,3,Neither,@cheetahxcheeks lol trash I would of kept it if she was cute,60,lol trash i would of kept it if she was cute,lol trash would kept cute,2
3,1,2,0,Offensive Language,Real nigs uck with me and I don't give a uck who don't,54,real nigs uck with me and i dont give a uck who dont,real nigs uck dont give uck dont,1
3,0,3,0,Offensive Language,I know these hoes,17,i know these hoes,know hoe,1
3,0,3,0,Offensive Language,"She threw that pussy in a circle, I wanted her to throw it in a pentagon tho",76,she threw that pussy in a circle i wanted her to throw it in a pentagon tho,threw pussy circle wanted throw pentagon tho,1
3,0,3,0,Offensive Language,it's everything to cut that bitch off,37,its everything to cut that bitch off,everything cut bitch,1
3,0,3,0,Offensive Language,"RT @StillJohnCA: KNOCK KNOCK. Who's there? GEORGE. George who? GEORGE ZIMMERMAN. Oh, George Zimmerman. Welcome to cell block C, bitch!",134,knock knock whos there george george who george zimmerman oh george zimmerman welcome to cell block c bitch,knock knock who george george george zimmerman oh george zimmerman welcome cell block c bitch,1
3,1,2,0,Offensive Language,@LexiLanxon ratchet white trash,31,ratchet white trash,ratchet white trash,1
3,0,3,0,Offensive Language,"Now a days, hoes be twerkin for new weave.",42,now a days hoes be twerkin for new weave,day hoe twerkin new weave,1
3,0,3,0,Offensive Language,@arionnee smh iont understand it but fuck it more hoes for me &#128527;&#128514;,80,smh iont understand it but fuck it more hoes for me,smh iont understand fuck hoe,1
3,0,1,2,Neither,Best rider? That goes to a blaxican.,36,best rider that goes to a blaxican,best rider go blaxican,2
3,0,3,0,Offensive Language,@_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p,130,no i dont cry im not a bitch i was just pissed because the cop was trying to charge me with a hole bunch of bullshit p,dont cry im bitch pissed cop trying charge hole bunch bullshit p,1
3,1,2,0,Offensive Language,This nigga to my left ugly then a bitch,39,this nigga to my left ugly then a bitch,nigga left ugly bitch,1
3,0,3,0,Offensive Language,@Caliqueeen14 you da realest bitch out here Amber,49,you da realest bitch out here amber,da realest bitch amber,1
6,0,5,1,Offensive Language,@TryHardAlby it is bitch,24,it is bitch,bitch,1
3,0,3,0,Offensive Language,@M_Carbonaro Nice pussy.,24,nice pussy,nice pussy,1
3,0,1,2,Neither,@AmazinMixBeauti why? You wanna gimme a baby? You look coolie....it might could work lol,88,why you want to give me a baby you look coolieit might could work lol,want give baby look coolieit might could work lol,2
3,0,3,0,Offensive Language,It's either your getting pussy Or are one what will it be?,58,its either your getting pussy or are one what will it be,either getting pussy one,1
3,2,1,0,Hate Speech,@phreshagu_25 yeah you right and you know them Mexicans bringing all they family that hoe finna be packed,105,yeah you right and you know them mexicans bringing all they family that hoe fixing to be packed,yeah right know mexican bringing family hoe fixing packed,0
3,0,3,0,Offensive Language,"RT @WifiAndPorn: The fuck? RT @llAboutBenji: I asked this bitch if she was having a good day, and the bitch said ""stop being weird"" im conf&#8230;",146,the fuck i asked this bitch if she was having a good day and the bitch said stop being weird im conf,fuck asked bitch good day bitch said stop weird im conf,1
3,0,2,1,Offensive Language,#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e,69,nationaldoughnutday bitch get at me,nationaldoughnutday bitch get,1
3,1,2,0,Offensive Language,When bitches I work with are on there period ...,48,when bitches i work with are on there period,bitch work period,1
3,0,3,0,Offensive Language,RT @MacMiller: Liam Gallagher came to see me perform tonight. He said I was a mental cunt. That's fucking amazing.,114,liam gallagher came to see me perform tonight he said i was a mental cunt thats fucking amazing,liam gallagher came see perform tonight said mental cunt thats fucking amazing,1
3,0,3,0,Offensive Language,@don07052 had da bitches rockin in da club wit my boy Connor,60,had da bitches rockin in da club wit my boy connor,da bitch rockin da club wit boy connor,1
3,0,3,0,Offensive Language,"RT @iamlaryn_: Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;",97,ego so big i must admit i got every reason to feel like im that bitch,ego big must admit got every reason feel like im bitch,1
3,0,3,0,Offensive Language,@SPIFFY_VUITTON I gotta start treatin these ugly hoes like dimes.. Before they get fine on my ass,97,i got to start treatin these ugly hoes like dimes before they get fine on my ass,got start treatin ugly hoe like dime get fine as,1
3,0,3,0,Offensive Language,RT @Mana_Bananas: Lol my wall of trust is so thick now. If I'm the biggest bitch you've ever met. You'll know why ;*,116,lol my wall of trust is so thick now if im the biggest bitch youve ever met youll know why,lol wall trust thick im biggest bitch youve ever met youll know,1
9,0,1,8,Neither,Got my vans on.. My pockets chunky,34,got my vans on my pockets chunky,got van pocket chunky,2
6,0,6,0,Offensive Language,From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit,104,from that point should saw how i treated that bitch fucked her now lose my number i aint answering shit,point saw treated bitch fucked lose number aint answering shit,1
3,0,0,3,Neither,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete,72,highhhhh watching dawn of planet of the apes stonernation lifecomplete,highhhhh watching dawn planet ape stonernation lifecomplete,2
3,0,3,0,Offensive Language,@Ashlynohma wtf I DMd you bitch,31,wtf i dmd you bitch,wtf dmd bitch,1
3,0,0,3,Neither,"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",101,its a bird its a plane no its peter walkin on air byers,bird plane peter walkin air byers,2
3,0,3,0,Offensive Language,"You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;",92,you could fuck my bitch lem me fuck yo bitch,could fuck bitch lem fuck yo bitch,1
3,2,0,1,Hate Speech,@zeitgeistbabe I hear Bill likes trailer trash like you. @LincRomero7 @JTStover @TheObamaDiary @RebHug @Loriisright,115,i hear bill likes trailer trash like you,hear bill like trailer trash like,0
3,0,3,0,Offensive Language,"@ChrisProbst11 @thorsyndirgard @peta 
Right in the pussy",56,right in the pussy,right pussy,1
3,0,0,3,Neither,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion",135,fec may yank st amendment guards for drudge rest of internet wiunion,fec may yank st amendment guard drudge rest internet wiunion,2
3,0,1,2,Neither,Y'all suck on flappy bird,25,yall suck on flappy bird,yall suck flappy bird,2
3,0,3,0,Offensive Language,@dpalmyx3 @_wordtothewise stop retweeting heather im tired of seeing that bitch on my tl,88,stop retweeting heather im tired of seeing that bitch on my tl,stop retweeting heather im tired seeing bitch tl,1
3,0,0,3,Neither,"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",142,strawberry shortcake stacked with whipped cream yellow spungecake amp sliced strawberries freshly picked from the farm w my kids,strawberry shortcake stacked whipped cream yellow spungecake amp sliced strawberry freshly picked farm w kid,2
3,0,3,0,Offensive Language,everybody gettin sick I feel like supa man in dis bitch,55,everybody gettin sick i feel like supa man in dis bitch,everybody gettin sick feel like supa man dis bitch,1
3,3,0,0,Hate Speech,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,121,why do so many filthy wetback halfbreed spic savages live in losangeles none of them have any right at all to be here,many filthy wetback halfbreed spic savage live losangeles none right,0
3,1,2,0,Offensive Language,@AriesTheOG cut a bitch,23,cut a bitch,cut bitch,1
6,0,6,0,Offensive Language,Wowwww this bitch is so ratchet holy crap,41,wo this bitch is so ratchet holy crap,wo bitch ratchet holy crap,1
3,0,3,0,Offensive Language,"I hate how girls bitch about 

E V E R Y T H I N G",50,i hate how girls bitch about e v e r y t h i n g,hate girl bitch e v e r h n g,1
3,0,3,0,Offensive Language,I'd kill a bitch to be able to cuddle right now. Ugh. Sucker for the stupid shit. I swear.,90,id kill a bitch to be able to cuddle right now ugh sucker for the stupid shit i swear,id kill bitch able cuddle right ugh sucker stupid shit swear,1
3,0,3,0,Offensive Language,Never will we be an item. Psycho bitch!,39,never will we be an item psycho bitch,never item psycho bitch,1
3,2,1,0,Hate Speech,RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;,124,everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch,everybody tryna fuck next nigga bitch knowin bitch next nigga bitch,0
3,0,3,0,Offensive Language,Nigga was sweating like a guilty preacher in that bitch,55,nigga was sweating like a guilty preacher in that bitch,nigga sweating like guilty preacher bitch,1
3,0,0,3,Neither,I'm just sitting here waiting for twitter to explode once this Yankees game ends,80,im just sitting here waiting for twitter to explode once this yankees game ends,im sitting waiting twitter explode yankee game end,2
3,0,0,3,Neither,The jig,7,the jig,jig,2
4,0,4,0,Offensive Language,Girls be looking for reasons to do hoe shit,43,girls be looking for reasons to do hoe shit,girl looking reason hoe shit,1
3,0,3,0,Offensive Language,"RT @iAmScottyBravo: I hate when old bitches&#128117; wear clothes these young hoes be wearing&#128135;&#128089;&#128096;, like stay yo ass&#9995;&#128530; in yo age group",170,i hate when old bitches wear clothes these young hoes be wearing like stay yo ass in yo age group,hate old bitch wear clothes young hoe wearing like stay yo as yo age group,1
3,2,1,0,Hate Speech,@vernon1488 town . At a movie with friends. I stabbed a nig 3 times and got sent to prison. Justice?,100,town at a movie with friends i stabbed a nig times and got sent to prison justice,town movie friend stabbed nig time got sent prison justice,0
3,1,2,0,Offensive Language,"Nigga getcho bitch, treat her how she wanna be treated but I ain't triccin &#128175;",84,nigga getcho bitch treat her how she want to be treated but i aint triccin,nigga getcho bitch treat want treated aint triccin,1
3,0,3,0,Offensive Language,@InEyeAleE you're filled with pimps and hoes. We'll just talk about those I knows. @JosephBananas,97,youre filled with pimps and hoes well just talk about those i knows,youre filled pimp hoe well talk know,1
3,0,3,0,Offensive Language,"&#8220;@_heyshelby: Bitch I'm on, bitch I'm on my griiind&#8221; thug luuuuuuv",78,bitch im on bitch im on my griiind thug luuuuuuv,bitch im bitch im griiind thug luuuuuuv,1
3,2,1,0,Hate Speech,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!,133,scandal a negro bed wenchs fairytale and propaganda via a must see for hebrew daughters of zion,scandal negro bed wench fairytale propaganda via must see hebrew daughter zion,0
3,0,3,0,Offensive Language,RT @lildurk_: I'm finna up my bag so I'm cutting you weak hoes off,66,im fixing to up my bag so im cutting you weak hoes off,im fixing bag im cutting weak hoe,1
3,0,2,1,Offensive Language,Boozer so trash,15,boozer so trash,boozer trash,1
3,1,2,0,Offensive Language,You niggas that would rather your girl wear jeans and Js instead of a tight dress and heels are faggots..,105,you niggas that would rather your girl wear jeans and js instead of a tight dress and heels are faggots,nigga would rather girl wear jean j instead tight dress heel faggot,1
3,0,3,0,Offensive Language,RT @Erudite1914: Juice should have been dead his bitch ass! #SonsOfAnarchy,74,juice should have been dead his bitch ass sonsofanarchy,juice dead bitch as sonsofanarchy,1
3,0,2,1,Offensive Language,"RT @Pusha_TeeWat: Niggas fight in the NBA and they're called ""ghetto"" &amp; ""don't know how to act"" but there's a brawl in NASCAR and nobody sa&#8230;",150,niggas fight in the nba and theyre called ghetto amp dont know how to act but theres a brawl in nascar and nobody sa,nigga fight nba theyre called ghetto amp dont know act there brawl nascar nobody sa,1
6,0,6,0,Offensive Language,Happy birthday little bitch boy @Digo13Nieto &#128522;&#127881;&#127882;,72,happy birthday little bitch boy,happy birthday little bitch boy,1
3,0,3,0,Offensive Language,"RT!!""@Coolie_GBE300: You pussy whipped for only following @KimKardashian tho.... @kanyewest""",92,you pussy whipped for only following tho,pussy whipped following tho,1
3,0,3,0,Offensive Language,Nuke town that pussy,20,nuke town that pussy,nuke town pussy,1
3,0,3,0,Offensive Language,@HanSolosSon bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man.,95,bruh really rocking a toaster on his face lmaoooo he prolly got bitches too man,bruh really rocking toaster face lmaoooo prolly got bitch man,1
3,0,3,0,Offensive Language,Nah bitch you just ugly,23,nah bitch you just ugly,nah bitch ugly,1
3,0,1,2,Neither,RT @LiveAndUncut: When I say Tainted I don't necessarily mean hoe or scandalous. It could be a number of things.,112,when i say tainted i dont necessarily mean hoe or scandalous it could be a number of things,say tainted dont necessarily mean hoe scandalous could number thing,2
3,0,0,3,Neither,egg nog taste like what bird doodoo look like,45,egg nog taste like what bird doodoo look like,egg nog taste like bird doodoo look like,2
6,0,0,6,Neither,"Mata'i ngeli, alu o polosi ho nifo..",36,matai ngeli alu o polosi ho nifo,matai ngeli alu polosi ho nifo,2
3,0,3,0,Offensive Language,"RT @splitsecond84: I got Twitter, Facebook, &amp; Instagram.. The Fuk Yuh Mean ""send u a pic ?.. bitch you better Download my avi",129,i got twitter facebook amp instagram the fuk yuh mean send u a pic bitch you better download my avi,got twitter facebook amp instagram fuk yuh mean send u pic bitch better download avi,1
3,0,1,2,Neither,RT @PrettyMillz: My car insurance is trash !!!,46,my car insurance is trash,car insurance trash,2
3,0,0,3,Neither,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird,99,need to start mcbob because williams only shoot let him play with bird,need start mcbob williams shoot let play bird,2
3,0,0,3,Neither,Are poor little guinea pig died :(,34,are poor little guinea pig died,poor little guinea pig died,2
3,0,3,0,Offensive Language,No time for bitch niggas.,25,no time for bitch niggas,time bitch nigga,1
3,0,3,0,Offensive Language,RT @PimpSquadJones: My main bitch &amp; my side bitch mad @ me i could by give 2 fucks,86,my main bitch amp my side bitch mad me i could by give fucks,main bitch amp side bitch mad could give fuck,1
3,0,3,0,Offensive Language,&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch,148,saw a homeless man sleeping in a box surrounded by bubble wrap must be his new alarm system you arent even funny bitch,saw homeless man sleeping box surrounded bubble wrap must new alarm system arent even funny bitch,1
3,0,3,0,Offensive Language,RT @WellDamnDymo: if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . #Si&#8230;,146,if you cant see when you have a real woman by yourside through thick and thin then maybe you do deserve these hoes si,cant see real woman yourside thick thin maybe deserve hoe si,1
3,0,1,2,Neither,Friends don't let friends become guidos. #themoreyouknow,56,friends dont let friends become guidos themoreyouknow,friend dont let friend become guidos themoreyouknow,2
3,0,3,0,Offensive Language,&#8220;@trapwavey: Lol rt. @Cameron5833: If yo bitch don't read books or eat fruits... She a hoe.&#8221;&#128514;&#128514;&#128514;,131,lol rt if yo bitch dont read books or eat fruits she a hoe,lol rt yo bitch dont read book eat fruit hoe,1
3,0,3,0,Offensive Language,how many fingers does a bitch gotta break so mother fuckers will stop taking my god damn lighters,97,how many fingers does a bitch got to break so mother fuckers will stop taking my god damn lighters,many finger bitch got break mother fucker stop taking god damn lighter,1
3,1,2,0,Offensive Language,&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,165,theres starving children in africa but this bitch using bananas to plug her butt hole smh wtf,there starving child africa bitch using banana plug butt hole smh wtf,1
3,1,2,0,Offensive Language,RT @iamhusk: lmfaoo RT @G_Coppo: LMFAO RT @Zoo757: Lmao RT @DisrespectfulTy: You niggers move sooo fast http://t.co/g8m1TEyzpt,126,lmfaoo lmfao lmao you niggers move sooo fast,lmfaoo lmfao lmao nigger move sooo fast,1
3,0,3,0,Offensive Language,@evanaleks living with my bitches #live #thuglife http://t.co/upL2ZYn5v1,72,living with my bitches live thuglife,living bitch live thuglife,1
3,0,3,0,Offensive Language,Can I get some good neck out dis hoe?,37,can i get some good neck out dis hoe,get good neck dis hoe,1
3,0,3,0,Offensive Language,"RT @BG_RAMBOE: ""@1stblock_thomas: Gotta link with bro Rambo &#128181;&#128299;"" fashoo nd we gotta PULL Up ona pussy boys",121,got to link with bro rambo fashoo nd we got to pull up ona pussy boys,got link bro rambo fashoo nd got pull ona pussy boy,1
3,0,3,0,Offensive Language,@WyattNuckels haha bitch,24,haha bitch,haha bitch,1
3,0,3,0,Offensive Language,"RT @A_Mitchellll13: ""@10Longdong: Uni suuuucks!! Lolol"" you suck bitch",70,uni suuuucks lolol you suck bitch,uni suuuucks lolol suck bitch,1
3,0,3,0,Offensive Language,"RT @SaveTheBS: Get to bed, bitches, and only dream happy dreams.",64,get to bed bitches and only dream happy dreams,get bed bitch dream happy dream,1
3,0,3,0,Offensive Language,Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!,67,can i pay you to stop being a lil bitch gah damn shut the fuck up,pay stop lil bitch gah damn shut fuck,1
3,0,0,3,Neither,Stafford trash without Megatron #fantasyfootballproblems,56,stafford trash without megatron fantasyfootballproblems,stafford trash without megatron fantasyfootballproblems,2
3,0,3,0,Offensive Language,so quit suckin on my dick and hop your fat ass elsewhere cuz i ain't tryna fuck with your globe ass bitch got her own orbit,123,so quit suckin on my dick and hop your fat ass elsewhere cuz i aint tryna fuck with your globe ass bitch got her own orbit,quit suckin dick hop fat as elsewhere cuz aint tryna fuck globe as bitch got orbit,1
3,0,2,1,Offensive Language,"wishing I could high five whoever named a species of birds ""great tits""",71,wishing i could high five whoever named a species of birds great tits,wishing could high five whoever named specie bird great tit,1
3,0,3,0,Offensive Language,"RT @RakwonOGOD: Bitches tweeting ""last night &gt;&gt;"" like they did something special except be hoes",101,bitches tweeting last night gtgt like they did something special except be hoes,bitch tweeting last night gtgt like something special except hoe,1
6,0,6,0,Offensive Language,@RAEPaelMunturo apparently not many bitches have seen that,58,apparently not many bitches have seen that,apparently many bitch seen,1
3,0,0,3,Neither,"@oliver_______ if you're making 300 clams for betting 5, i hope you do it for a living",86,if youre making clams for betting i hope you do it for a living,youre making clam betting hope living,2
3,0,2,1,Offensive Language,"Behind every independent woman, is a pack of hating hoes",56,behind every independent woman is a pack of hating hoes,behind every independent woman pack hating hoe,1
3,2,1,0,Hate Speech,@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,134,its goldbar dumb bitch and no my dad wouldnt pick you up he doesnt like faggots like you,goldbar dumb bitch dad wouldnt pick doesnt like faggot like,0
3,0,0,3,Neither,"@santagati that's bc I deleted ""visionary"" once I saw your subtweet. next time just @ me tho. (and I do love jail bird dresses.&#128513;)",137,thats bc i deleted visionary once i saw your subtweet next time just me tho and i do love jail bird dresses,thats bc deleted visionary saw subtweet next time tho love jail bird dress,2
3,0,3,0,Offensive Language,RT @FlexFoee: @1BookieG if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,99,if he fuck yo bitch u should be happy like damn boosie fucked my bitch lmao,fuck yo bitch u happy like damn boosie fucked bitch lmao,1
3,0,1,2,Neither,@Misters206 You look like a monkey,34,you look like a monkey,look like monkey,2
3,0,3,0,Offensive Language,You say you gotta new bitch?,28,you say you got to new bitch,say got new bitch,1
3,0,3,0,Offensive Language,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",121,pornandroidiphoneipadsexxxx facial blonde tranny whore gets rammed and facialized,pornandroidiphoneipadsexxxx facial blonde tranny whore get rammed facialized,1
3,0,3,0,Offensive Language,Switcharoo yo hoe!,18,switcharoo yo hoe,switcharoo yo hoe,1
3,0,3,0,Offensive Language,There's like one of my ex's that's still kinda cute. Most them bitches got fat.,79,theres like one of my exs thats still kind of cute most them bitches got fat,there like one ex thats still kind cute bitch got fat,1
3,0,3,0,Offensive Language,The question alone &#128553;&#128514;&#128514;RT @KfromtheG: What city got the most bitches with gold teeth?,108,the question alone what city got the most bitches with gold teeth,question alone city got bitch gold teeth,1
3,0,3,0,Offensive Language,RT @MartinSopchak: @TheChrisCates you're a fucking pussy. And no this isn't a joke you girly little bitch.,106,youre a fucking pussy and no this isnt a joke you girly little bitch,youre fucking pussy isnt joke girly little bitch,1
3,0,0,3,Neither,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",146,the cardinals are mlbs gold standard and there isnt even a close silver dodgers giants tigers yankees,cardinal mlbs gold standard isnt even close silver dodger giant tiger yankee,2
3,0,3,0,Offensive Language,"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.",89,lmao ive always wanted to skibust my ass or not im innat hoe fit and all,lmao ive always wanted skibust as im innat hoe fit,1
3,0,2,1,Offensive Language,This is how you know LHS is ghetto. http://t.co/9eAGkXDGH5,58,this is how you know lhs is ghetto,know lh ghetto,1
3,0,3,0,Offensive Language,RT @leticiamvrie: Duh bitch,27,duh bitch,duh bitch,1
3,0,3,0,Offensive Language,"RT @CaramelKushh: these bitches love wyandanch niggas i tell you , i always see yall o.t bitches out here wit them . but keep frontin for t&#8230;",146,these bitches love wyandanch niggas i tell you i always see yall ot bitches out here wit them but keep frontin for t,bitch love wyandanch nigga tell always see yall ot bitch wit keep frontin,1
